# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/work/07368/sbes29/ls6/db/Amil.coding.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.txt" "-T" "64" "--primary" "o0.bam" "o10.bam" "o1.bam" "o2.bam" "o3.bam" "o4.bam" "o6.bam" "o7.bam" "o8.bam" "o9.bam" "oM1.bam" "w22.bam" "w23.bam" "w24.bam" "w25.bam" "w26.bam" "w27.bam" "w28.bam" "w30.bam" "w31.bam" 
Geneid	Chr	Start	End	Strand	Length	o0.bam	o10.bam	o1.bam	o2.bam	o3.bam	o4.bam	o6.bam	o7.bam	o8.bam	o9.bam	oM1.bam	w22.bam	w23.bam	w24.bam	w25.bam	w26.bam	w27.bam	w28.bam	w30.bam	w31.bam
Amillepora09667	chr4	13297205	13304091	+	6887	6	16	10	26	13	3	10	12	4	6	9	8	8	7	6	10	6	10	7	5
Amillepora09668	chr4	13312003	13320449	-	8447	364	109	292	366	118	30	232	96	94	204	147	68	155	64	33	194	262	209	84	54
Amillepora09672	chr4	13408892	13414754	+	5863	11	12	12	5	3	2	6	2	4	1	10	5	4	5	4	7	3	8	8	5
Amillepora09673	chr4	13450403	13463064	-	12662	247	278	315	323	232	180	224	220	103	198	145	367	143	193	41	176	116	183	140	130
Amillepora09674	chr4	13464439	13486626	-	22188	200	215	235	203	181	101	198	163	60	184	97	182	87	138	65	145	87	147	127	118
Amillepora09671	chr4	13382255	13400594	-	18340	42	44	66	94	27	24	46	52	41	45	32	71	39	33	17	34	22	26	38	26
Amillepora09670	chr4	13379805	13380308	-	504	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Amillepora09682	chr4	13541427	13543958	+	2532	185	226	284	270	135	108	231	218	100	153	153	183	122	106	73	140	140	219	170	106
Amillepora09679	chr4	13510510	13514250	+	3741	3783	3086	3343	3171	1960	1390	1904	3827	1100	2323	2141	2786	1575	2207	1128	2629	1654	2425	2010	2327
Amillepora09676	chr4	13486672	13495385	+	8714	45	64	92	64	26	20	42	77	31	74	44	67	27	37	16	36	24	32	44	18
Amillepora09681	chr4	13519761	13530992	-	11232	206	174	131	78	49	71	79	155	73	93	103	94	34	69	43	80	123	90	91	43
Amillepora09677	chr4	13495463	13510408	-	14946	314	179	440	220	224	125	299	232	107	344	279	206	95	167	76	149	80	217	191	118
Amillepora09680	chr4	13515191	13518136	-	2946	23	27	31	26	8	7	13	5	7	14	11	21	2	19	5	12	9	14	11	12
Amillepora09684	chr4	13564091	13573852	+	9762	182	194	223	211	146	77	197	130	96	164	137	265	63	104	38	220	78	96	99	63
Amillepora09686	chr4	13604547	13621504	-	16958	38	61	58	61	32	29	46	60	27	35	33	86	27	30	16	49	25	54	37	32
Amillepora09683	chr4	13544479	13563988	-	19510	351	344	365	367	360	173	345	252	100	230	205	413	186	225	89	298	162	254	204	210
Amillepora09687	chr4	13629003	13641934	-	12932	182	156	187	186	88	85	97	170	48	123	98	138	99	113	38	105	83	118	117	70
Amillepora09685	chr4	13582967	13602825	-	19859	62	95	100	128	29	25	59	73	39	47	49	75	27	57	26	64	53	47	57	31
Amillepora09689	chr4	13693910	13713507	-	19598	5	20	23	41	3	3	12	15	5	12	12	5	2	6	5	14	2	8	9	9
Amillepora09692	chr4	13728020	13730299	+	2280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09699	chr4	13864814	13886100	+	21287	33	38	40	54	14	9	46	43	18	28	17	34	13	29	14	25	14	16	24	16
Amillepora09698	chr4	13808748	13824026	-	15279	10	17	11	25	8	6	8	6	6	12	23	10	2	3	2	4	7	8	9	5
Amillepora09694	chr4	13742995	13769516	-	26522	32	36	57	50	32	33	62	47	26	71	55	33	37	77	30	62	69	48	21	44
Amillepora09700	chr4	13888832	13910991	+	22160	100	84	131	117	53	27	83	97	46	135	96	104	44	75	34	76	59	66	59	46
Amillepora09702	chr4	13924090	13928839	+	4750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09705	chr4	13968965	13974400	-	5436	296	211	280	242	124	132	170	190	79	154	152	330	116	167	77	249	124	179	148	122
Amillepora09703	chr4	13935773	13953797	-	18025	111	116	98	131	88	47	90	82	49	84	77	136	61	76	34	110	62	101	67	70
Amillepora09701	chr4	13911786	13929065	-	17280	34	48	76	88	28	44	24	40	18	44	29	71	35	27	7	47	13	32	32	7
Amillepora09711	chr4	14015571	14017539	+	1969	9	5	6	4	1	0	8	8	5	6	2	5	2	3	1	7	1	5	9	6
Amillepora09712	chr4	14028628	14047057	+	18430	170	228	217	187	106	78	126	193	105	188	61	218	76	94	48	122	58	87	66	77
Amillepora09708	chr4	13974462	13990507	+	16046	97	82	108	108	30	26	56	53	32	40	45	66	37	41	10	53	34	30	47	25
Amillepora09716	chr4	14069686	14071135	+	1450	3	11	15	12	2	4	6	5	7	11	6	6	4	12	0	7	6	4	8	3
Amillepora09704	chr4	13963637	13966287	+	2651	36	17	26	37	29	20	15	46	13	27	18	38	18	26	13	28	25	27	23	13
Amillepora09717	chr4	14071636	14072301	+	666	1	10	3	1	1	0	3	3	4	4	1	6	3	5	1	9	2	0	3	1
Amillepora09718	chr4	14073431	14074856	-	1426	582	639	650	646	462	229	583	452	287	380	568	273	400	223	93	244	206	425	215	281
Amillepora09714	chr4	14057897	14065137	-	7241	8	5	8	23	2	3	16	9	3	6	3	6	0	12	1	3	2	9	10	1
Amillepora09709	chr4	13992704	13997373	-	4670	20	34	54	39	13	9	13	17	13	20	11	19	8	13	2	17	9	12	17	8
Amillepora09715	chr4	14067110	14069631	-	2522	139	166	158	101	99	73	109	91	52	94	90	131	59	67	36	91	78	115	149	92
Amillepora09713	chr4	14047624	14056735	-	9112	7	8	12	15	7	1	9	6	6	7	8	15	8	13	2	10	3	4	4	4
Amillepora09710	chr4	14005705	14015392	-	9688	31	30	39	18	29	10	14	21	16	22	17	28	8	11	5	17	10	21	26	7
Amillepora09719	chr4	14099461	14139173	+	39713	408	416	443	342	172	113	208	248	140	214	289	246	111	189	81	191	190	247	155	161
Amillepora09721	chr4	14141989	14164515	+	22527	35	26	33	62	11	10	27	28	21	29	28	29	20	34	23	47	19	26	41	18
Amillepora09723	chr4	14166363	14176587	-	10225	716	848	658	678	526	401	444	652	256	615	373	794	321	466	167	446	496	530	454	380
Amillepora09726	chr4	14221025	14222692	+	1668	2	8	4	0	1	2	1	5	2	5	4	1	6	0	2	4	3	0	3	1
Amillepora09724	chr4	14182801	14198889	-	16089	115	122	182	119	69	52	103	117	36	131	84	95	77	98	30	82	52	81	92	52
Amillepora09725	chr4	14200974	14220885	-	19912	116	296	145	101	114	64	67	110	105	111	108	104	63	68	37	84	72	89	117	54
Amillepora09729	chr4	14258099	14261864	+	3766	52	61	118	72	39	16	99	29	55	40	52	39	11	16	13	58	95	108	51	30
Amillepora09734	chr4	14334039	14337916	+	3878	3	0	1	0	3	0	3	1	3	0	2	1	1	0	0	3	2	0	0	0
Amillepora09735	chr4	14348299	14350213	-	1915	15	2	6	7	9	1	18	1	6	3	4	5	5	1	3	1	1	5	6	4
Amillepora09728	chr4	14249121	14257839	-	8719	7	25	17	13	3	3	11	11	4	13	6	11	3	5	1	10	8	2	6	7
Amillepora09727	chr4	14223388	14238758	-	15371	85	127	155	114	54	54	89	96	55	75	74	133	38	72	30	109	68	104	43	60
Amillepora09730	chr4	14261996	14302105	-	40110	184	107	348	321	73	53	214	76	54	152	122	111	30	51	38	134	149	389	79	43
Amillepora09732	chr4	14304203	14305233	-	1031	8	14	7	7	1	0	33	16	3	0	0	2	0	1	3	13	2	0	2	0
Amillepora09737	chr4	14384698	14387725	+	3028	8	1	0	0	1	0	8	15	0	3	1	0	2	1	0	0	0	1	3	2
Amillepora09733	chr4	14332168	14333677	-	1510	13	2	7	7	20	1	8	6	4	0	0	30	2	2	2	2	7	6	4	3
Amillepora09740	chr4	14407707	14414475	+	6769	13	8	18	20	6	2	16	9	3	11	12	6	3	6	3	5	11	11	8	2
Amillepora09743	chr4	14469945	14475209	+	5265	4	0	3	4	3	1	3	2	1	3	1	3	0	2	0	1	0	5	5	2
Amillepora09739	chr4	14402984	14406529	-	3546	5	2	5	41	2	3	8	3	1	2	2	3	16	1	0	1	4	5	9	7
Amillepora09744	chr4	14526505	14527860	+	1356	0	0	2	1	1	0	0	0	0	3	0	0	1	0	0	2	0	0	0	3
Amillepora09747	chr4	14549680	14551248	+	1569	3	1	2	4	2	0	0	1	0	4	0	3	1	0	0	1	1	1	0	0
Amillepora09748	chr4	14551403	14553774	+	2372	6	0	6	2	1	3	8	1	1	2	0	1	2	0	0	0	2	2	3	2
Amillepora09745	chr4	14534268	14539260	-	4993	14	0	17	11	1	1	12	3	8	11	2	3	6	9	1	4	15	12	29	4
Amillepora09759	chr4	14676070	14678038	+	1969	4	12	7	7	5	2	7	8	6	11	2	6	3	3	0	7	3	6	8	7
Amillepora09751	chr4	14577871	14633103	+	55233	158	74	83	147	106	29	142	86	45	74	45	32	38	64	40	108	76	72	69	40
Amillepora09756	chr4	14647131	14648998	+	1868	6	4	8	16	24	16	7	4	7	8	2	9	22	5	0	3	5	5	3	8
Amillepora09752	chr4	14582475	14584662	-	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09757	chr4	14654994	14657997	-	3004	39	32	20	49	19	12	33	21	8	28	17	17	6	11	3	19	16	14	15	11
Amillepora09758	chr4	14665532	14675891	-	10360	40	40	54	22	17	6	6	18	14	21	14	34	10	18	6	20	2	15	30	9
Amillepora09750	chr4	14577077	14579328	-	2252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09749	chr4	14570378	14576860	-	6483	4	8	6	8	8	1	5	13	4	3	0	12	0	3	2	3	3	4	0	2
Amillepora09753	chr4	14587921	14589313	-	1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09760	chr4	14687424	14705143	+	17720	66	77	90	92	32	51	37	50	29	53	21	57	29	27	17	42	29	22	26	33
Amillepora09766	chr4	14756290	14762267	-	5978	133	114	119	181	62	76	127	88	81	177	225	257	52	87	21	140	41	83	90	41
Amillepora09765	chr4	14729761	14754091	-	24331	109	109	115	186	75	47	56	48	42	107	120	239	30	63	16	87	35	78	74	34
Amillepora09767	chr4	14768265	14770613	-	2349	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09762	chr4	14720152	14721745	-	1594	141	147	82	266	35	65	121	101	47	75	116	137	49	58	18	106	39	84	105	55
Amillepora09761	chr4	14706343	14712038	-	5696	1	18	10	5	1	4	4	1	4	5	9	5	6	0	1	0	2	12	5	2
Amillepora09769	chr4	14774969	14780230	-	5262	2	1	3	2	0	0	3	4	0	0	0	2	0	0	0	3	0	1	0	0
Amillepora09764	chr4	14728635	14729397	-	763	2	3	1	1	2	0	1	2	0	1	3	1	2	1	1	1	3	0	0	2
Amillepora09768	chr4	14770995	14771615	-	621	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Amillepora09763	chr4	14725823	14726543	-	721	1	3	0	1	4	6	10	8	3	0	9	3	1	4	1	27	0	0	4	2
Amillepora09775	chr4	14851172	14872863	+	21692	141	123	152	110	74	38	69	68	55	126	55	156	46	84	50	75	33	92	73	64
Amillepora09771	chr4	14817634	14827966	-	10333	142	134	92	216	64	39	138	105	66	82	146	165	37	72	27	114	41	68	88	62
Amillepora09772	chr4	14830384	14832381	-	1998	6	3	21	10	7	9	2	2	2	1	7	31	0	14	2	15	6	4	3	0
Amillepora09770	chr4	14795617	14800502	-	4886	2	1	5	4	4	3	5	0	1	1	23	7	4	0	1	1	1	4	4	0
Amillepora09786	chr4	14931414	14944656	+	13243	66	97	92	68	46	33	39	50	21	53	45	37	26	58	21	33	22	88	56	50
Amillepora09783	chr4	14902040	14912701	+	10662	1054	695	665	787	420	308	553	634	183	633	396	510	318	488	159	574	294	474	450	480
Amillepora09782	chr4	14886958	14900099	+	13142	149	171	188	254	136	65	149	176	80	160	149	164	82	104	36	221	87	111	119	76
Amillepora09778	chr4	14879737	14886279	+	6543	12	12	13	26	20	6	16	20	5	28	9	17	8	9	6	33	15	25	18	8
Amillepora09787	chr4	14937952	14947931	-	9980	0	4	1	0	1	1	5	0	3	0	3	2	0	2	0	1	0	0	1	0
Amillepora09790	chr4	14962065	14973284	-	11220	521	549	645	473	347	210	417	470	185	438	273	540	227	393	122	398	227	388	247	280
Amillepora09784	chr4	14913963	14931146	-	17184	125	134	205	162	49	45	105	95	85	97	89	108	67	72	43	117	82	80	62	38
Amillepora09788	chr4	14955796	14957661	-	1866	25	26	22	40	11	4	20	12	2	17	6	18	12	12	3	26	11	12	15	11
Amillepora09800	chr4	15059536	15060389	+	854	467	1355	2309	442	1627	2522	2286	3878	1803	2814	3263	3321	355	1165	934	1220	1453	2529	1244	1158
Amillepora09795	chr4	15005011	15008674	+	3664	1190	1302	944	648	719	429	721	510	417	796	960	813	377	494	155	506	265	465	528	382
Amillepora09797	chr4	15020743	15026015	+	5273	104	93	75	50	31	24	64	46	23	39	56	58	24	42	15	46	23	38	36	24
Amillepora09789	chr4	14958923	14960539	+	1617	21	29	30	10	8	9	19	19	6	15	11	15	14	0	2	22	6	16	7	16
Amillepora09794	chr4	14992166	15000225	+	8060	389	622	488	575	341	209	464	482	195	384	310	467	371	233	69	177	187	384	366	215
Amillepora09798	chr4	15029818	15033753	+	3936	1	11	14	2	3	0	1	7	1	13	5	6	2	7	8	11	2	3	2	4
Amillepora09792	chr4	14973414	14978798	+	5385	10	8	13	9	4	3	8	4	9	9	6	7	3	4	4	8	3	5	10	2
Amillepora09793	chr4	14979842	14983112	-	3271	0	2	3	0	0	0	2	3	2	6	3	1	0	1	2	1	0	2	1	1
Amillepora09796	chr4	15009932	15018784	-	8853	17	12	21	26	8	13	14	11	10	17	8	25	4	11	7	11	9	10	14	8
Amillepora09808	chr4	15143456	15145190	+	1735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09803	chr4	15079901	15113515	-	33615	738	813	760	700	370	301	552	694	246	601	459	504	226	396	174	559	321	475	384	372
Amillepora09801	chr4	15065928	15078302	-	12375	30	44	32	32	25	11	20	19	8	20	19	25	2	21	10	31	27	18	14	15
Amillepora09807	chr4	15134214	15145796	-	11583	64	32	40	29	22	6	22	18	10	26	14	32	15	40	9	34	25	16	31	14
Amillepora09805	chr4	15117500	15124059	-	6560	1	1	0	3	4	0	0	0	1	1	0	1	0	0	0	0	1	2	1	1
Amillepora09814	chr4	15202059	15204568	+	2510	76	5	9	163	9	0	10	20	4	23	18	643	5	3	12	69	3	26	14	4
Amillepora09817	chr4	15227494	15260240	+	32747	385	401	510	584	359	210	389	473	175	381	249	490	235	267	102	397	254	237	231	188
Amillepora09810	chr4	15160784	15175156	+	14373	410	335	328	242	200	187	239	274	86	307	238	354	94	185	61	190	152	231	173	181
Amillepora09811	chr4	15176401	15186481	+	10081	125	124	159	104	63	65	76	141	54	94	99	105	70	67	29	107	43	47	48	39
Amillepora09813	chr4	15194665	15196782	+	2118	115	83	83	88	42	38	47	92	46	48	55	94	55	54	19	48	23	45	28	29
Amillepora09815	chr4	15207588	15215239	+	7652	9	9	29	5	4	15	14	8	3	11	6	14	4	7	6	7	1	15	2	8
Amillepora09816	chr4	15215465	15222879	-	7415	86	81	87	81	54	26	81	82	20	33	41	81	30	50	26	50	36	58	66	36
Amillepora09812	chr4	15186416	15194939	-	8524	95	94	137	102	78	67	78	93	34	57	97	115	72	67	24	72	38	73	69	57
Amillepora09821	chr4	15294575	15322196	+	27622	61	79	75	102	26	26	38	45	29	28	46	53	13	43	22	54	35	46	27	37
Amillepora09820	chr4	15277170	15289021	+	11852	586	420	561	662	212	164	317	320	121	321	284	347	142	236	127	502	215	242	246	149
Amillepora09819	chr4	15270005	15272993	+	2989	2	0	0	10	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Amillepora09824	chr4	15354520	15356690	-	2171	2	5	2	0	0	0	2	0	0	3	7	3	0	1	0	2	1	0	0	1
Amillepora09825	chr4	15363430	15374849	-	11420	9	13	9	5	2	4	7	6	6	15	3	7	6	13	0	20	5	4	2	1
Amillepora09823	chr4	15330186	15331064	-	879	3	1	9	1	0	0	0	1	0	3	0	0	0	1	0	3	1	1	1	1
Amillepora09830	chr4	15464871	15475619	+	10749	13	106	39	32	11	10	30	18	8	44	5	23	5	89	55	84	15	6	82	8
Amillepora09826	chr4	15380415	15391648	-	11234	9	17	13	6	5	1	11	24	8	15	8	5	3	1	2	8	1	8	5	2
Amillepora09827	chr4	15403463	15428375	-	24913	17	25	17	27	10	6	19	12	9	13	11	17	6	10	9	28	8	8	11	6
Amillepora09828	chr4	15444123	15445724	-	1602	0	1	8	0	2	0	1	2	0	5	1	0	1	1	1	2	0	1	1	0
Amillepora09829	chr4	15449440	15451525	-	2086	0	6	0	1	1	0	0	2	3	4	0	4	0	1	1	1	1	2	2	2
Amillepora09834	chr4	15539210	15542860	+	3651	3	6	11	4	3	3	4	1	3	5	3	2	1	7	2	3	3	2	3	13
Amillepora09831	chr4	15490693	15496886	-	6194	12	31	57	20	0	7	17	101	19	9	41	11	2	52	16	4	37	46	16	26
Amillepora09832	chr4	15507154	15516508	-	9355	31	76	74	74	1	22	41	228	61	24	85	16	4	111	21	3	60	48	18	49
Amillepora09835	chr4	15560022	15564250	-	4229	5	25	22	3	2	3	0	5	4	2	7	10	1	14	2	13	2	6	5	0
Amillepora09838	chr4	15585450	15586529	-	1080	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	2	0
Amillepora09836	chr4	15573397	15576268	-	2872	0	3	3	2	1	1	0	1	1	1	2	0	2	2	0	1	0	0	1	3
Amillepora09837	chr4	15580186	15581097	-	912	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	2	1	0	0	0
Amillepora09844	chr4	15661332	15666423	+	5092	532	654	698	432	322	247	375	364	297	483	471	417	197	255	137	382	315	283	255	266
Amillepora09840	chr4	15614903	15634078	+	19176	275	292	278	295	147	89	225	191	91	179	105	259	92	155	61	152	116	139	119	87
Amillepora09839	chr4	15605683	15609731	-	4049	5	5	9	4	3	3	1	1	2	5	5	3	1	5	2	2	2	5	4	0
Amillepora09852	chr4	15741828	15742979	+	1152	2	0	5	0	1	0	3	5	1	1	0	7	0	1	0	0	1	2	3	1
Amillepora09849	chr4	15717436	15738066	+	20631	71	29	82	65	80	26	61	29	41	37	10	116	24	34	17	34	27	34	25	13
Amillepora09848	chr4	15703160	15710828	-	7669	45	6	43	14	23	6	41	11	3	21	9	54	13	4	6	13	12	14	26	7
Amillepora09851	chr4	15738397	15740376	-	1980	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	2	2	0	0
Amillepora09845	chr4	15683353	15684787	-	1435	10	4	2	6	1	2	7	1	2	3	2	2	0	2	1	2	0	0	1	0
Amillepora09847	chr4	15695624	15699024	+	3401	1	0	1	9	1	0	3	0	2	3	0	0	0	3	0	3	5	0	2	2
Amillepora09857	chr4	15824409	15869852	+	45444	249	211	260	297	157	94	222	196	82	257	141	276	105	161	62	161	144	148	149	92
Amillepora09859	chr4	15877358	15884071	+	6714	33	32	38	35	9	10	17	16	13	19	19	26	5	19	20	17	13	30	20	10
Amillepora09860	chr4	15885719	15887889	-	2171	98	105	115	91	44	56	49	53	44	66	59	96	41	54	21	76	46	48	52	42
Amillepora09858	chr4	15874949	15877256	-	2308	489	433	418	172	303	206	261	308	93	405	258	311	184	239	76	241	143	310	257	156
Amillepora09855	chr4	15810797	15825873	-	15077	200	310	271	263	162	125	209	286	80	236	123	364	162	183	49	311	135	185	126	153
Amillepora09854	chr4	15796334	15801676	+	5343	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0
Amillepora09862	chr4	15926506	15943624	+	17119	225	202	216	237	169	104	133	190	57	178	105	228	90	151	58	139	83	139	131	104
Amillepora09861	chr4	15920433	15926450	-	6018	405	483	350	498	272	103	236	233	81	288	149	224	127	246	89	323	156	249	169	215
Amillepora09864	chr4	15960754	15961699	+	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09865	chr4	15964306	15965214	-	909	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0
Amillepora09880	chr4	16062384	16065732	+	3349	1	9	2	1	6	1	4	0	3	1	5	3	1	2	1	3	5	0	8	7
Amillepora09879	chr4	16056882	16060415	-	3534	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
Amillepora09891	chr4	16170551	16175465	+	4915	0	0	2	1	0	0	0	1	2	0	0	1	0	0	0	2	0	0	0	0
Amillepora09883	chr4	16133315	16144599	+	11285	1	4	5	8	2	1	2	1	1	0	1	3	1	2	1	0	1	0	0	0
Amillepora09890	chr4	16167456	16169359	-	1904	1	0	0	1	0	3	0	0	0	0	0	6	3	0	0	0	0	0	0	0
Amillepora09887	chr4	16154113	16156529	-	2417	1	2	10	0	0	0	0	1	0	1	0	2	1	1	2	1	4	3	3	0
Amillepora09884	chr4	16147213	16151283	-	4071	4	5	2	1	2	2	0	1	0	0	0	5	1	0	1	1	2	3	1	2
Amillepora09882	chr4	16083003	16084199	-	1197	0	1	1	3	0	1	0	0	1	0	2	0	0	0	0	6	1	0	0	0
Amillepora09886	chr4	16151627	16152668	-	1042	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Amillepora09885	chr4	16151296	16151558	-	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09895	chr4	16212687	16213064	+	378	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Amillepora09892	chr4	16199501	16202425	+	2925	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	31	0	1	0	0
Amillepora09898	chr4	16226187	16233594	+	7408	18	11	8	20	12	6	10	8	7	13	24	20	3	16	9	8	8	13	5	3
Amillepora09897	chr4	16221687	16223711	+	2025	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Amillepora09896	chr4	16215424	16220384	+	4961	27	31	35	24	5	4	17	21	15	5	12	15	3	2	2	11	3	1	13	4
Amillepora09894	chr4	16208968	16210607	+	1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09899	chr4	16233600	16234466	+	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09893	chr4	16208056	16208311	+	256	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Amillepora09902	chr4	16306403	16309927	+	3525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09904	chr4	16322634	16323806	+	1173	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09906	chr4	16343072	16343521	+	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09901	chr4	16305164	16306264	+	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Amillepora09908	chr4	16360785	16365651	+	4867	0	4	2	7	0	0	2	0	1	2	0	2	0	0	0	3	0	0	37	0
Amillepora09905	chr4	16333189	16337980	+	4792	14	6	13	13	4	9	11	8	2	7	19	5	10	5	5	17	6	18	15	6
Amillepora09907	chr4	16355739	16360622	-	4884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Amillepora09903	chr4	16316827	16322467	-	5641	5	4	4	0	5	1	6	7	0	0	2	1	0	1	6	2	1	2	1	1
Amillepora09910	chr4	16434667	16435200	+	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09909	chr4	16402855	16424786	+	21932	35	27	40	48	15	7	27	22	15	43	32	18	19	17	15	28	21	30	27	9
Amillepora09911	chr4	16435217	16443203	+	7987	5	13	7	5	45	4	3	81	5	8	47	6	2	2	1	4	3	24	6	7
Amillepora09915	chr4	16522300	16526307	+	4008	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Amillepora09917	chr4	16531989	16532849	+	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09913	chr4	16493349	16498466	+	5118	3	2	6	4	1	0	0	4	2	3	1	3	2	3	1	2	1	0	3	1
Amillepora09916	chr4	16531398	16531865	+	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09914	chr4	16498759	16500237	+	1479	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
Amillepora09912	chr4	16476228	16490630	-	14403	4	12	5	6	22	8	9	19	1	3	9	11	7	3	0	18	3	14	5	3
Amillepora09918	chr4	16534356	16535064	+	709	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09925	chr4	16649424	16652020	+	2597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09927	chr4	16672875	16674356	+	1482	0	6	2	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	2
Amillepora09923	chr4	16605302	16609742	+	4441	37	15	40	77	27	11	29	26	8	20	18	212	7	23	20	33	4	22	14	14
Amillepora09922	chr4	16572094	16591296	-	19203	674	870	849	572	555	420	552	833	320	863	471	720	315	463	161	584	431	446	340	444
Amillepora09924	chr4	16610988	16655073	-	44086	32	97	67	40	17	10	30	34	41	17	30	36	15	29	12	33	25	33	36	24
Amillepora09928	chr4	16676191	16682254	+	6064	13	15	22	12	14	4	9	16	7	5	11	15	11	9	4	13	8	10	11	8
Amillepora09932	chr4	16749881	16771356	+	21476	2885	3022	3078	2323	1391	981	1798	2276	850	2096	1678	1935	894	1497	782	2084	1433	1834	1525	1338
Amillepora09929	chr4	16711299	16712780	+	1482	0	1	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0
Amillepora09930	chr4	16723494	16727767	+	4274	279	189	255	248	155	87	169	161	73	170	181	336	121	166	60	209	116	150	151	98
Amillepora09931	chr4	16728290	16745831	-	17542	29	35	31	28	29	17	27	32	13	27	15	20	15	15	5	28	6	19	20	11
Amillepora09935	chr4	16805819	16807616	+	1798	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amillepora09936	chr4	16811030	16812044	-	1015	30	21	365	159	5	185	22	35	97	266	182	13	11	11	20	21	41	32	398	3
Amillepora09942	chr4	16831334	16837827	-	6494	478	431	615	547	277	186	318	320	163	325	313	431	248	271	140	408	224	299	300	209
Amillepora09933	chr4	16784485	16797927	-	13443	429	505	182	346	592	235	216	360	34	499	310	423	84	275	89	261	476	227	485	550
Amillepora09945	chr4	16847083	16854689	-	7607	89	62	156	71	20	30	23	57	13	40	21	45	28	62	21	22	23	84	131	35
Amillepora09943	chr4	16839400	16846684	+	7285	68	61	41	78	53	10	32	90	17	34	9	75	17	32	33	57	40	35	58	19
Amillepora09946	chr4	16858591	16877198	+	18608	92	112	151	187	68	23	90	99	39	85	57	110	41	67	29	115	55	77	84	36
Amillepora09947	chr4	16886462	16897793	+	11332	90	157	80	125	73	41	67	91	37	78	86	104	49	35	41	63	51	75	53	47
Amillepora09953	chr4	17060838	17079583	+	18746	42	50	80	108	28	15	54	50	18	66	57	48	21	53	24	56	28	39	62	25
Amillepora09948	chr4	16951657	16962478	+	10822	5	10	7	8	13	3	3	14	14	3	6	2	4	7	2	4	4	5	8	3
