amillepora00632 069l
amillepora16173 otud4-3
amillepora28643 otud5
amillepora31103 otud5-2
amillepora33821 otud5-3
amillepora32752 otul
amillepora27446 otx1
amillepora27447 otx1-2
amillepora27449 otx1-3
amillepora27445 otx2
amillepora27448 otx2-2
amillepora19018 ovca2
amillepora31419 ovch1
amillepora31443 ovch1-2
amillepora31444 ovch1-3
amillepora06919 ovch2
amillepora06935 ovch2-2
amillepora15084 ovch2-3
amillepora24351 ovol1
amillepora24352 ovol2
amillepora22640 ox1r
amillepora03476 ox2r
amillepora10583 ox2r-2
amillepora15070 ox2r-3
amillepora26838 ox2r-4
amillepora05472 oxa1l
amillepora22266 oxda
amillepora18159 oxdd
amillepora23214 oxdd-2
amillepora00069 oxla
amillepora10401 oxla-2
amillepora20156 oxla-3
amillepora31321 oxla-4
amillepora32673 oxla-5
amillepora32718 oxla-6
amillepora34551 oxla-7
amillepora37991 oxla-8
amillepora14702 oxld1
amillepora11230 oxnd1
amillepora03624 oxr1
amillepora21842 oxr1-2
amillepora12351 oxsm
amillepora11195 oxsr1
amillepora00501 p
amillepora00526 p-2
amillepora18335 p20d1
amillepora08901 p20d2
amillepora08902 p20d2-2
amillepora08956 p20d2-3
amillepora20362 p20l1
amillepora25746 p2r3b
amillepora15088 p2r3c
amillepora15111 p2r3c-2
amillepora22238 p2rx4
amillepora22291 p2rx4-2
amillepora13132 p2rx5
amillepora01810 p2rx7
amillepora04262 p2rx7-2
amillepora11811 p2rx7-3
amillepora13894 p2rx7-4
amillepora13897 p2rx7-5
amillepora17189 p2rx7-6
amillepora17587 p2rx7-7
amillepora17797 p2rx7-8
amillepora22942 p2rx7-9
amillepora30109 p2rx7-10
amillepora30979 p2rx7-11
amillepora31307 p2rx7-12
amillepora32391 p2rx7-13
amillepora33068 p2rx7-14
amillepora33360 p2rx7-15
amillepora33623 p2rx7-16
amillepora33863 p2rx7-17
amillepora33997 p2rx7-18
amillepora34918 p2rx7-19
amillepora35634 p2rx7-20
amillepora35852 p2rx7-21
amillepora36204 p2rx7-22
amillepora37170 p2rx7-23
amillepora37409 p2rx7-24
amillepora12838 p3c2a
amillepora09026 p3c2b
amillepora10408 p3h2
amillepora11256 p4ha1
amillepora19062 p4ha1-2
amillepora21331 p4ha1-3
amillepora21329 p4ha2
amillepora25473 p4ha2-2
amillepora25490 p4ha2-3
amillepora26298 p4ha2-4
amillepora33801 p4ha2-5
amillepora09042 p4htm
amillepora09043 p4htm-2
amillepora09044 p4htm-3
amillepora09046 p4htm-4
amillepora09047 p4htm-5
amillepora09050 p4htm-6
amillepora09051 p4htm-7
amillepora09053 p4htm-8
amillepora09054 p4htm-9
amillepora09055 p4htm-10
amillepora10743 p4htm-11
amillepora12202 p4htm-12
amillepora18821 p4htm-13
amillepora26246 p4htm-14
amillepora26247 p4htm-15
amillepora26248 p4htm-16
amillepora26249 p4htm-17
amillepora26250 p4htm-18
amillepora26251 p4htm-19
amillepora02496 p4k2a
amillepora04363 p4r3a
amillepora05942 p52k
amillepora09298 p52k-2
amillepora13672 p52k-3
amillepora13703 p52k-4
amillepora18038 p52k-5
amillepora19150 p52k-6
amillepora23608 p52k-7
amillepora24870 p52k-8
amillepora26410 p52k-9
amillepora27127 p52k-10
amillepora27601 p52k-11
amillepora28395 p52k-12
amillepora29512 p52k-13
amillepora30303 p52k-14
amillepora31730 p52k-15
amillepora31731 p52k-16
amillepora33199 p52k-17
amillepora35456 p52k-18
amillepora35877 p52k-19
amillepora36211 p52k-20
amillepora36893 p52k-21
amillepora37200 p52k-22
amillepora38111 p52k-23
amillepora07124 p5cr2
amillepora19804 p5cr3
amillepora19806 p5cr3-2
amillepora09277 p5cs
amillepora09278 p5cs-2
amillepora13006 p5cs-3
amillepora13572 p5i11
amillepora22612 p5i13
amillepora18752 p63
amillepora25042 p63-2
amillepora02766 p66a
amillepora18943 p73
amillepora00092 p85b
amillepora01858 pa1b2
amillepora31397 pa1b2-2
amillepora31581 pa1b2-3
amillepora34609 pa1b2-4
amillepora24547 pa1b3
amillepora05309 pa21b
amillepora26915 pa21b-2
amillepora16049 pa24a
amillepora26840 pa2g4
amillepora05075 pa2ga
amillepora28567 pa2ga-2
amillepora05312 pa2ge
amillepora28966 pa2ge-2
amillepora19726 paaf1
amillepora02482 paat
amillepora08006 pabp1
amillepora14812 pabp1-2
amillepora21219 pabp1-3
amillepora21222 pabp1-4
amillepora10802 pabp2
amillepora21220 pabp4
amillepora02836 pac
amillepora00436 pace1
amillepora00441 pace1-2
amillepora10207 pacn1
amillepora20141 pacn1-2
amillepora11263 pacn3
amillepora05146 pacrg
amillepora05168 pacrg-2
amillepora05289 pacrl
amillepora16261 pacs2
amillepora15171 paf1
amillepora03047 paf15
amillepora14598 pafa2
amillepora14599 pafa2-2
amillepora14651 pafa2-3
amillepora14652 pafa2-4
amillepora12758 pag15
amillepora28032 pag15-2
amillepora28038 pag15-3
amillepora36426 pag15-4
amillepora21883 pagr1
amillepora36823 pah2
amillepora06214 pai2b
amillepora25407 paip1
amillepora25594 pairb
amillepora24364 pak3
amillepora27073 pak5
amillepora17763 pak6
amillepora04937 pald
amillepora35524 palld
amillepora30351 pam17
amillepora30353 pam17-2
amillepora36342 pam17-3
amillepora36344 pam17-4
amillepora07302 pamr1
amillepora06224 pan2
amillepora06642 pan3
amillepora03246 pank3
amillepora29507 pank4
amillepora10186 paox
amillepora36005 papd1
amillepora08832 papd5
amillepora34942 papog
amillepora34948 papog-2
amillepora00283 papp1
amillepora00338 papp1-2
amillepora21872 papp1-3
amillepora21870 papp2
amillepora09609 paps1
amillepora25390 paqr2
amillepora31787 paqr2-2
amillepora09786 paqr3
amillepora35338 paqr4
amillepora18873 paqr5
amillepora14478 paqrb
amillepora23226 par1
amillepora12768 par10
amillepora14610 par10-2
amillepora01568 par11
amillepora01566 par12
amillepora01574 par12-2
amillepora01576 par12-3
amillepora01580 par12-4
amillepora01581 par12-5
amillepora01586 par12-6
amillepora01589 par12-7
amillepora14638 par12-8
amillepora19371 par12-9
amillepora33877 par12-10
amillepora33878 par12-11
amillepora10656 par14
amillepora20373 par14-2
amillepora20369 par15
amillepora02998 par16
amillepora16966 par16-2
amillepora16967 par16-3
amillepora13001 par6a
amillepora10757 par6g
amillepora12424 pard3
amillepora09674 parg
amillepora24829 parg-2
amillepora06306 pari
amillepora05550 park7
amillepora05552 park7-2
amillepora24134 parl
amillepora35281 parl-2
amillepora26312 parn
amillepora15292 parp1
amillepora29966 parp1-2
amillepora09186 parp2
amillepora19707 parp4
amillepora25220 parp4-2
amillepora05463 parp9
amillepora10661 parp9-2
amillepora12759 parp9-3
amillepora01563 parpt
amillepora01564 parpt-2
amillepora01577 parpt-3
amillepora01579 parpt-4
amillepora01582 parpt-5
amillepora01583 parpt-6
amillepora01584 parpt-7
amillepora01588 parpt-8
amillepora35406 parva
amillepora14611 pask
amillepora14637 pask-2
amillepora04074 patl2
amillepora32636 patz1
amillepora18279 pax1
amillepora30691 pax1-2
amillepora06623 pax2
amillepora20942 pax2-2
amillepora37668 pax2-3
amillepora00229 pax3
amillepora02016 pax3-2
amillepora02017 pax3-3
amillepora02019 pax3-4
amillepora02026 pax3-5
amillepora02027 pax3-6
amillepora06257 pax6
amillepora35587 pax7
amillepora36416 paxb1
amillepora23208 paxi
amillepora10011 paxi1
amillepora37183 pb1
amillepora22000 pban
amillepora18070 pbdc1
amillepora24800 pbir1
amillepora21333 pbld
amillepora00136 pbx1
amillepora05345 pcat1
amillepora36730 pcat2
amillepora22483 pcca
amillepora24529 pcca-2
amillepora25762 pccb
amillepora06780 pcd16
amillepora06784 pcd16-2
amillepora04629 pcd19
amillepora19713 pcd23
amillepora28647 pcdg2
amillepora02762 pcdg3
amillepora13086 pcdgm
amillepora03138 pcdh8
amillepora11062 pcdp1
amillepora06731 pcf11
amillepora03668 pcft
amillepora03669 pcft-2
amillepora04824 pcft-3
amillepora12708 pcft-4
amillepora16170 pcft-5
amillepora04636 pcgf1
amillepora04637 pcgf3
amillepora04639 pcgf5
amillepora04641 pcgf5-2
amillepora04642 pcgf5-3
amillepora03951 pcgf6
amillepora04638 pcgf6-2
amillepora10723 pch2
amillepora10499 pckgm
amillepora10500 pckgm-2
amillepora07238 pclo
amillepora20862 pclo-2
amillepora08287 pcm1
amillepora23393 pcmd1
amillepora10647 pcna
amillepora19807 pcnp
amillepora12595 pcnt
amillepora21971 pcnt-2
amillepora06346 pcoc1
amillepora34148 pcoc1-2
amillepora30381 pcoc2
amillepora07739 pcp
amillepora26036 pcp-2
amillepora01020 pcsk5
amillepora01021 pcsk5-2
amillepora02746 pcsk5-3
amillepora08384 pcsk5-4
amillepora08382 pcsk6
amillepora14009 pcsk6-2
amillepora31473 pcsk7
amillepora15539 pcx1
amillepora16600 pcx4
amillepora16608 pcx4-2
amillepora24478 pcy1b
amillepora24938 pcy2
amillepora27566 pcyox
amillepora23689 pdc10
amillepora15120 pdcd2
amillepora31661 pdcd4
amillepora09068 pdcd5
amillepora31823 pdcd6
amillepora31824 pdcd6-2
amillepora02953 pdcd7
amillepora20397 pdcl3
amillepora14612 pdd2l
amillepora14636 pdd2l-2
amillepora20303 pde10
amillepora22572 pde10-2
amillepora03905 pde11
amillepora03911 pde11-2
amillepora07800 pde11-3
amillepora12557 pde11-4
amillepora27470 pde1c
amillepora08232 pde2a
amillepora06019 pde3a
amillepora30888 pde4d
amillepora30889 pde4d-2
amillepora01274 pde8b
amillepora01292 pde8b-2
amillepora18732 pde9a
amillepora08851 pdes1
amillepora14298 pdia1
amillepora02852 pdia3
amillepora30426 pdia3-2
amillepora02858 pdia4
amillepora02859 pdia4-2
amillepora12443 pdia4-3
amillepora24842 pdia4-4
amillepora31882 pdia4-5
amillepora12336 pdia5
amillepora20360 pdia6
amillepora22516 pdip2
amillepora08720 pdk1l
amillepora08721 pdk1l-2
amillepora08722 pdk1l-3
amillepora08723 pdk1l-4
amillepora08724 pdk1l-5
amillepora11832 pdk2
amillepora11830 pdk3
amillepora09669 pdli5
amillepora05598 pdp2
amillepora09150 pdp2-2
amillepora14750 pdpk2
amillepora08850 pdpr
amillepora07630 pds5b
amillepora07632 pds5b-2
amillepora22142 pdx1
amillepora22141 pdx2
amillepora14692 pdxd1
amillepora20198 pdxk
amillepora06530 pdzd8
amillepora26656 pe2r1
amillepora00613 pea15
amillepora00633 pea15-2
amillepora00644 pea15-3
amillepora00647 pea15-4
amillepora12960 pea15-5
amillepora36739 pear1
amillepora31929 pebb
amillepora05285 pebp1
amillepora14784 pef1
amillepora21482 pef1-2
amillepora17376 peg10
amillepora36547 peg10-2
amillepora01747 pelet
amillepora03946 pelet-2
amillepora11023 pelet-3
amillepora11475 pelet-4
amillepora22933 pelet-5
amillepora29969 pelet-6
amillepora30450 pelet-7
amillepora32973 pelet-8
amillepora33684 pelet-9
amillepora16714 peli2
amillepora22692 pelo
amillepora24105 pelp1
amillepora01010 pemt
amillepora24317 pen2
amillepora06190 peo1
amillepora08938 pepd
amillepora03369 pepl1
amillepora03372 pepl1-2
amillepora10701 pepl1-3
amillepora25016 pepm
amillepora26802 pere
amillepora00508 perf
amillepora00509 perf-2
amillepora00518 perf-3
amillepora24061 perf-4
amillepora24064 perf-5
amillepora24071 perf-6
amillepora28834 perf-7
amillepora06276 pesc
amillepora24335 pex1
amillepora32268 pex10
amillepora27368 pex12
amillepora23316 pex13
amillepora25828 pex13-2
amillepora32308 pex14
amillepora24461 pex19
amillepora00667 pex2
amillepora22872 pex26
amillepora13171 pex3
amillepora07924 pex6
amillepora16493 pex6-2
amillepora19509 pex7
amillepora10256 pf21a
amillepora09715 pfd1
amillepora30753 pfd2
amillepora20166 pfd3
amillepora09036 pfd4
amillepora12334 pfd5
amillepora00753 pfd6
amillepora20896 pfkam
amillepora10164 pg12a
amillepora06871 pg2ip
amillepora22019 pgam5
amillepora10579 pgap2
amillepora10580 pgap2-2
amillepora11231 pgap3
amillepora28677 pgbd1
amillepora00733 pgbd4
amillepora01560 pgbd4-2
amillepora01792 pgbd4-3
amillepora02058 pgbd4-4
amillepora02074 pgbd4-5
amillepora02400 pgbd4-6
amillepora02452 pgbd4-7
amillepora05519 pgbd4-8
amillepora05639 pgbd4-9
amillepora05640 pgbd4-10
amillepora09525 pgbd4-11
amillepora10412 pgbd4-12
amillepora10414 pgbd4-13
amillepora10844 pgbd4-14
amillepora11227 pgbd4-15
amillepora11609 pgbd4-16
amillepora11637 pgbd4-17
amillepora11794 pgbd4-18
amillepora11930 pgbd4-19
amillepora16146 pgbd4-20
amillepora17241 pgbd4-21
amillepora17311 pgbd4-22
amillepora17788 pgbd4-23
amillepora17790 pgbd4-24
amillepora18844 pgbd4-25
amillepora18845 pgbd4-26
amillepora18914 pgbd4-27
amillepora22923 pgbd4-28
amillepora23881 pgbd4-29
amillepora25538 pgbd4-30
amillepora25736 pgbd4-31
amillepora25737 pgbd4-32
amillepora25818 pgbd4-33
amillepora25895 pgbd4-34
amillepora26385 pgbd4-35
amillepora26418 pgbd4-36
amillepora26469 pgbd4-37
amillepora27123 pgbd4-38
amillepora28301 pgbd4-39
amillepora28408 pgbd4-40
amillepora28655 pgbd4-41
amillepora28662 pgbd4-42
amillepora28737 pgbd4-43
amillepora28738 pgbd4-44
amillepora29326 pgbd4-45
amillepora29829 pgbd4-46
amillepora30600 pgbd4-47
amillepora30957 pgbd4-48
amillepora31086 pgbd4-49
amillepora31418 pgbd4-50
amillepora32533 pgbd4-51
amillepora33953 pgbd4-52
amillepora34330 pgbd4-53
amillepora34663 pgbd4-54
amillepora34818 pgbd4-55
amillepora36309 pgbd4-56
amillepora36518 pgbd4-57
amillepora36697 pgbd4-58
amillepora36758 pgbd4-59
amillepora37147 pgbd4-60
amillepora37176 pgbd4-61
amillepora37180 pgbd4-62
amillepora37411 pgbd4-63
amillepora38247 pgbd4-64
amillepora03650 pgbd5
amillepora05642 pgbd5-2
amillepora09276 pgbd5-3
amillepora26455 pgbd5-4
amillepora28646 pgbd5-5
amillepora01599 pgbm
amillepora02040 pgbm-2
amillepora07824 pgbm-3
amillepora07834 pgbm-4
amillepora07842 pgbm-5
amillepora07891 pgbm-6
amillepora07977 pgbm-7
amillepora07986 pgbm-8
amillepora10881 pgbm-9
amillepora12517 pgbm-10
amillepora19208 pgbm-11
amillepora19209 pgbm-12
amillepora19213 pgbm-13
amillepora21590 pgbm-14
amillepora23632 pgbm-15
amillepora24451 pgbm-16
amillepora31960 pgbm-17
amillepora31972 pgbm-18
amillepora31983 pgbm-19
amillepora36445 pgbm-20
amillepora37041 pgbm-21
amillepora01220 pgca
amillepora03503 pgca-2
amillepora05015 pgca-3
amillepora05023 pgca-4
amillepora06971 pgca-5
amillepora06984 pgca-6
amillepora08272 pgca-7
amillepora08275 pgca-8
amillepora08278 pgca-9
amillepora10808 pgca-10
amillepora12222 pgca-11
amillepora18432 pgca-12
amillepora18481 pgca-13
amillepora21854 pgca-14
amillepora25100 pgca-15
amillepora28539 pgca-16
amillepora32597 pgca-17
amillepora32604 pgca-18
amillepora32612 pgca-19
amillepora35691 pgca-20
amillepora03704 pgcb
amillepora12566 pgcb-2
amillepora14505 pgcb-3
amillepora14510 pgcb-4
amillepora14513 pgcb-5
amillepora18497 pgcb-6
amillepora10705 pgdh
amillepora34047 pgdh-2
amillepora29193 pges2
amillepora12370 pgfra
amillepora27590 pgfra-2
amillepora29087 pgfra-3
amillepora34417 pgfra-4
amillepora23561 pgfrb
amillepora23579 pgfrb-2
amillepora23628 pgfrb-3
amillepora23735 pgfrb-4
amillepora24023 pgfrb-5
amillepora14866 pgghg
amillepora22514 pgghg-2
amillepora05089 pgh2
amillepora11178 pgh2-2
amillepora25280 pgk1
amillepora03645 pglt1
amillepora26062 pgm1
amillepora35721 pgm2
amillepora24640 pgp
amillepora02698 pgpi
amillepora13116 pgps1
amillepora08100 pgrc2
amillepora09011 pgta
amillepora01893 pgtb1
amillepora00282 pgtb2
amillepora00339 pgtb2-2
amillepora04405 ph4h
amillepora21962 phar1
amillepora09702 phax
amillepora27827 phb
amillepora32157 phb2
amillepora36569 phb2-2
amillepora19218 phc1
amillepora25790 phc1-2
amillepora28402 phc1-3
amillepora05223 phc2
amillepora26466 phc3
amillepora27395 phf10
amillepora22260 phf12
amillepora09986 phf13
amillepora09794 phf14
amillepora12880 phf14-2
amillepora32440 phf24
amillepora33420 phf24-2
amillepora21304 phf3
amillepora14174 phf5a
amillepora19839 phip
amillepora22203 phkg2
amillepora16995 phlp
amillepora23555 phlp1
amillepora05052 phnx
amillepora10986 phocn
amillepora12829 phop2
amillepora35605 phou
amillepora01146 php14
amillepora27841 phr
amillepora13036 phrf1
amillepora22174 phrf1-2
amillepora33502 phrf1-3
amillepora21007 phtf2
amillepora36750 phtf2-2
amillepora14741 phyd1
amillepora05148 pi2r
amillepora05166 pi2r-2
amillepora11159 pi3r4
amillepora11165 pi3r4-2
amillepora11173 pi3r4-3
amillepora11175 pi3r4-4
amillepora11180 pi3r4-5
amillepora18892 pi3r4-6
amillepora18894 pi3r4-7
amillepora18896 pi3r4-8
amillepora18897 pi3r4-9
amillepora18900 pi3r4-10
amillepora18901 pi3r4-11
amillepora18905 pi3r4-12
amillepora18919 pi3r4-13
amillepora30536 pi3r4-14
amillepora30538 pi3r4-15
amillepora30547 pi3r4-16
amillepora30550 pi3r4-17
amillepora30560 pi3r4-18
amillepora30562 pi3r4-19
amillepora30563 pi3r4-20
amillepora30571 pi3r4-21
amillepora30577 pi3r4-22
amillepora30578 pi3r4-23
amillepora30581 pi3r4-24
amillepora30582 pi3r4-25
amillepora30593 pi3r4-26
amillepora31013 pi3r4-27
amillepora31204 pi3r4-28
amillepora31207 pi3r4-29
amillepora31218 pi3r4-30
amillepora31219 pi3r4-31
amillepora31220 pi3r4-32
amillepora31229 pi3r4-33
amillepora31233 pi3r4-34
amillepora31236 pi3r4-35
amillepora31240 pi3r4-36
amillepora31244 pi3r4-37
amillepora31250 pi3r4-38
amillepora36995 pi3r4-39
amillepora36996 pi3r4-40
amillepora37206 pi3r4-41
amillepora12671 pi42a
amillepora25089 pi4ka
amillepora26860 pi4kb
amillepora26875 pi4kb-2
amillepora33513 pi51a
amillepora22196 pi5pa
amillepora01302 pias3
amillepora16191 pias4
amillepora07719 pibf1
amillepora20340 pical
amillepora14456 pick1
amillepora21042 pidd1
amillepora21047 pidd1-2
amillepora21049 pidd1-3
amillepora27294 pidd1-4
amillepora31178 pidd1-5
amillepora34442 pidd1-6
amillepora35318 pidd1-7
amillepora38223 pidd1-8
amillepora08990 piez1
amillepora08644 piez2
amillepora00046 pif1
amillepora02072 pif1-2
amillepora02073 pif1-3
amillepora05606 pif1-4
amillepora12253 pif1-5
amillepora15999 pif1-6
amillepora17313 pif1-7
amillepora19073 pif1-8
amillepora28752 pif1-9
amillepora28917 pif1-10
amillepora31351 pif1-11
amillepora32390 pif1-12
amillepora32541 pif1-13
amillepora32685 pif1-14
amillepora33486 pif1-15
amillepora33490 pif1-16
amillepora35070 pif1-17
amillepora35071 pif1-18
amillepora36433 pif1-19
amillepora37809 pif1-20
amillepora20318 pifo
amillepora02997 pigb
amillepora06058 pigc
amillepora33779 pigf
amillepora25294 pigg
amillepora15345 pigh
amillepora31838 pigm
amillepora05272 pign
amillepora05275 pign-2
amillepora01768 pigo
amillepora18883 pigp
amillepora33413 pigq
amillepora33427 pigq-2
amillepora24986 pigs
amillepora08862 pigt
amillepora05352 pigu
amillepora10119 pigv
amillepora23254 pigx
amillepora14038 pigy
amillepora11187 pigz
amillepora13365 pihd1
amillepora05091 pihd2
amillepora05092 pihd2-2
amillepora12204 pim1
amillepora12669 pim1-2
amillepora12670 pim1-3
amillepora30338 pim1-4
amillepora30340 pim1-5
amillepora31061 pim2
amillepora00356 pim3
amillepora02865 pim3-2
amillepora03341 pim3-3
amillepora03342 pim3-4
amillepora05063 pim3-5
amillepora05064 pim3-6
amillepora07554 pim3-7
amillepora16176 pim3-8
amillepora16177 pim3-9
amillepora20493 pimt
amillepora22137 pimt-2
amillepora01132 pin1
amillepora24748 pin4
